sale_id,class_id,sale_quantity,brand_id,compartment,type_id,level_id,department_id,TR,gearbox_type,displacement,if_charging,price_level,price,driven_type_id,fuel_type_id,newenergy_type_id,emission_standards_id,if_MPV_id,if_luxurious_id,power,cylinder_number,engine_torque,car_length,car_width,car_height,total_quality,equipment_quality,rated_passenger,wheelbase,front_track,rear_track
2608,347384,9,831,3,2,1,3,7,DCT,1.4,T,10-15W,8.7,1,1,1,1,2,1,95.6,4,210.8,4600,1780,1445,1740,1315,5,2700,1555,1568
2609,953842,487,831,2,1,1,3,7,DCT,1.6,T,15-20W,13.3,1,1,1,1,2,1,130,4,265,4480,1855,1645,2090,1576,5,2670,1625,1636
2610,714150,130,450,2,1,1,2,6,AT,1.5,T,20-25W,19.4,1,1,1,1,2,1,127,4,275,4652,1843,1684,1970,1520,5,2725,1573,1585
2611,281792,108,872,3,2,1,4,7,DCT,1.4,T,25-35W,16.8,1,1,1,1,2,2,110,4,250,4457,1796,1417,1795,1345,5,2629,1547,1522
2612,379265,41,290,2,2,3,7,6,MT,1.5,L,5WL,4.6,1,1,1,1,2,1,82,4,146.5,4032,1680,1470,1380,1055,5,2550,1488,1478
2613,527809,28,953,3,2,4,4,9,AT,2,T,35-50W,43.2,3,1,1,1,2,2,135,4,300,5065,1860,1482,2410,1870,5,3079,1596,1581
2614,219195,10,638,2,1,3,1,6,MT,1.5,T,10-15W,10.3,1,1,1,1,2,1,110,4,210,4365,1814,1695,1941,1541,5,2560,1525,1520
2615,871642,37,637,2,1,1,2,6,AT,1.5,T,20-25W,15.6,3,1,1,1,2,1,135,4,240,4524,1838,1701,2092,1717,5,2640,1563,1565
2616,379265,20,290,2,2,3,7,5,MT,1.2,L,5WL,4.6,1,1,1,1,2,1,60.3,4,116,4032,1680,1450,1350,935,5,2550,1488,1478
2617,437063,29,814,3,2,1,4,6,AT,1.5,T,20-25W,25.6,1,1,1,1,2,2,100,3,220,4456,1803,1446,1855,1409,5,2670,1563,1565
2618,614059,10,953,3,2,2,4,7,AT,2,T,35-50W,29,3,1,1,1,2,2,135,4,300,4783,1810,1442,2215,1746,5,2920,1572,1530
2619,914348,223,750,2,2,3,4,6,AT,1.6,L,10-15W,7.8,1,1,1,1,2,1,81,4,155,3970,1682,1462,1600,1120,5,2470,1463,1456
2620,409854,112,638,2,1,1,1,6,MT,1.5,T,10-15W,9.9,1,1,1,1,2,1,110,4,210,4681,1827,1710,2059,1560,5,2680,1565,1565
2621,409854,9,638,2,1,1,1,6,MT,2,T,10-15W,9,1,3,1,1,2,1,120,4,350,4681,1827,1710,2180,1666,5,2680,1565,1565
2622,249875,138,294,2,1,1,6,0,CVT,2,L,20-25W,23.5,1,1,1,1,2,1,110,4,200,4672,1843,1678,2004,1557,5,2705,1597,1589
2623,786351,163,836,3,2,1,3,6,AT,1.6,L,10-15W,10.2,1,1,1,1,2,1,93.8,4,155.5,4570,1775,1445,1650,1275,5,2700,1549,1562
2624,496459,134,497,2,1,3,1,0,CVT,1.6,L,5-8W,7.2,1,1,1,1,2,1,93,4,160,4420,1760,1670,1765,1390,5,2510,1500,1495
2625,186250,116,761,2,2,1,2,6,AT,1.5,L,10-15W,12.8,1,1,1,1,2,1,84,4,146,4370,1809,1461,1715,1280,5,2662,1540,1562
2626,178529,331,98,1,4,-,1,5,MT,1.2,L,5WL,-,2,1,1,1,2,1,60.3,4,115,3797,1510,1820,1575,965,7,2500,1290,1290
2627,354068,9,692,3,2,1,5,0,CVT,1.8,L,10-15W,10.6,1,1,1,1,2,1,102,4,174,4631,1760,1503,1700,1270,5,2700,1530,1530
2628,978089,56,12,2,2,1,1,0,CVT,1.5,L,5-8W,8.9,1,1,1,1,2,1,80,4,140,4425,1789,1470,1626,1251,5,2650,1502,1492
2629,245609,61,750,2,2,1,4,7,DCT,1.4,T,15-20W,15.1,1,1,1,1,2,1,96,4,225,4348,1807,1574,1880,1425,5,2680,1549,1521
2630,851857,118,75,2,1,2,2,8,AT,2,T,25-35W,32.1,1,1,1,1,2,2,179,4,400,4812,1903,1680,2275,1795,5,2857,1645,1645
2631,743957,324,450,3,2,1,2,6,AT,1.5,L,10-15W,7,1,1,1,1,2,1,80,4,141,4544,1779,1467,1660,1225,5,2600,1538,1539
2632,597927,9,831,3,2,2,3,6,AT,2,L,15-20W,20.9,1,2,2,1,2,1,115,4,189,4855,1860,1475,2100,1620,5,2805,1614,1621
2633,597927,9,831,3,2,2,3,6,AT,2,T,15-20W,18.3,1,1,1,1,2,1,180,4,350,4855,1860,1475,2030,1612,5,2805,1602,1609
2634,950264,649,498,2,1,1,1,7,DCT,1.5,T,15-20W,13.1,1,1,1,1,2,1,124,4,250,4545,1855,1690,1876,1501,5,2700,1574,1593
2635,290854,9,537,2,1,1,5,0,CVT,1.5,T,15-20W,17,1,1,1,1,2,1,142,4,243,4585,1855,1679,2030,1517,5,2660,1601,1617
2636,692703,70,807,2,1,1,1,5,MT,1.5,T,10-15W,12.9,1,1,1,1,2,1,112,4,235,4510,1852,1677,1900,1465,5,2650,1575,1570
2637,501564,19,807,2,1,2,1,6,AT,2,T,15-20W,25.6,3,1,1,1,2,1,148,4,320,4810,1910,1770,2515,1990,7,2800,1630,1632
2638,378536,49,985,2,1,1,6,6,AT,1.6,T,20-25W,22.3,1,1,1,1,2,1,123,4,245,4510,1850,1662,1918,1492,5,2730,1579,1587
2639,961962,27,750,3,2,1,4,5,MT,1.4,L,8-10W,8.1,1,1,1,1,2,1,66,4,132,4487,1706,1470,1600,1120,5,2603,1460,1500
2640,349023,10,450,2,2,1,2,6,AT,1.5,L,10-15W,12.2,1,1,1,1,2,1,84,4,146,4450,1807,1459,1700,1280,5,2700,1540,1561
2641,576298,363,304,2,3,2,1,5,MT,1.6,L,5-8W,9.7,2,1,1,1,2,1,83,4,138,5055,1695,1960,2160,1560,7月8日,3000,1445,1420
2642,883691,249,750,3,2,2,4,7,DCT,1.8,T,20-25W,17.9,1,1,1,1,2,1,132,4,300,4866,1832,1464,2000,1500,5,2871,1584,1570
2643,356986,21,637,3,2,2,2,0,CVT,2,L,20-25W,26.4,1,2,2,1,2,1,107,4,174.9,4873,1852,1470,2075,1688,5,2850,1590,1587
2644,714860,122,831,3,2,2,3,6,AT,1.8,L,10-15W,17,1,1,1,1,2,1,105,4,176,4720,1815,1465,1860,1459,5,2770,1579,1589
2645,354068,37,692,3,2,1,5,4,AT,1.6,L,10-15W,11.7,1,1,1,1,2,1,86,4,153,4665,1700,1505,1660,1200,5,2700,1480,1485
2646,654134,111,290,2,1,1,7,6,MT,1.8,L,8-10W,6.8,1,1,1,1,2,1,101,4,186,4620,1820,1750,1780,1431,5,2750,1554,1549
2647,739296,378,290,2,3,3,7,5,MT,1.5,L,5-8W,7.9,1,1,1,1,2,1,82,4,146.5,4710,1785,1715,1920,1435,6月7日,2750,1530,1525
2648,416749,72,537,2,1,3,5,0,CVT,1.8,L,10-15W,14.1,1,1,1,1,2,1,100,4,169,4270,1772,1605,1775,1304,5,2610,1540,1530
2649,124140,105,783,2,1,1,1,6,AT,1.5,T,10-15W,12.3,1,1,1,1,2,1,125,4,230,4650,1850,1695,2050,1665,5,2700,1565,1565
2650,198427,62,12,3,2,1,1,5,MT,1.5,L,5-8W,5.2,1,1,1,1,2,1,80,4,140,4547,1734,1470,1620,1210,5,2600,1490,1470
2651,587678,262,537,2,1,3,5,0,CVT,1.5,L,15-20W,14,1,1,1,1,2,1,96,4,155,4294,1772,1605,1770,1204,5,2610,1535,1540
2652,349023,19,450,3,2,1,2,5,MT,1.5,L,10-15W,10.9,1,1,1,1,2,1,80,4,141,4643,1797,1477,1738,1320,5,2685,1544,1565
2653,953842,374,831,2,1,1,3,7,DCT,1.6,T,15-20W,13.4,1,1,1,1,2,1,130,4,265,4480,1855,1645,2090,1576,5,2670,1625,1636
2654,350259,229,750,3,2,1,4,7,DCT,1.4,T,15-20W,16.2,1,1,1,1,2,1,110,4,250,4598,1826,1425,1865,1365,5,2656,1580,1554
2655,597927,19,831,3,2,2,3,6,AT,2,L,15-20W,18.3,1,1,1,1,2,1,119,4,194,4845,1830,1460,1930,1480,5,2795,1601,1601
2656,559132,48,692,3,2,2,5,0,CVT,2,L,20-25W,27.2,1,1,1,1,2,1,110,4,195,4891,1830,1490,1870,1471,5,2775,1585,1585
2657,739296,144,290,2,3,3,7,6,MT,1.5,T,5-8W,7.4,1,1,1,1,2,1,110,4,230,4710,1785,1745,1955,1460,6月7日,2750,1530,1525
2658,437063,48,814,3,2,1,4,6,AT,1.5,T,20-25W,21.6,1,1,1,1,2,2,100,3,220,4456,1803,1446,1855,1409,5,2670,1563,1565
2659,302513,34,864,2,1,3,1,0,CVT,1.5,T,5-8W,8.3,1,1,1,1,2,1,115,4,215,4354,1840,1654,1715,1340,5,2610,1585,1586
2660,409854,198,638,2,1,1,1,6,MT,1.5,T,10-15W,9.8,1,1,1,1,2,1,110,4,210,4681,1827,1710,2059,1560,5,2680,1565,1565
2661,851857,108,75,2,1,2,2,8,AT,2,T,25-35W,37.5,1,1,1,1,2,2,179,4,400,4812,1903,1680,2275,1795,5,2857,1645,1645
2662,175962,103,750,3,2,1,4,6,AT,1.6,L,10-15W,7.6,1,1,1,1,2,1,81,4,155,4475,1706,1469,1625,1145,5,2603,1460,1500
2663,516750,21,98,2,3,3,1,5,MT,1.5,L,5-8W,-,2,1,1,1,1,1,82,4,146.5,4500,1721,1715,1825,1260,7月8日,2720,1430,1450
2664,905745,12,761,2,1,3,2,6,MT,1.4,T,10-15W,11.7,1,1,1,1,2,1,103,4,200,4278,1781,1648,1815,1405,5,2555,1540,1540
2665,527809,6,953,3,2,4,4,9,AT,2,T,35-50W,47.5,2,1,1,1,2,2,135,4,300,4925,1860,1470,2250,1770,5,2939,1597,1590
2666,401052,6,953,2,1,1,4,7,DCT,2,T,25-35W,34.6,3,1,1,1,2,2,135,4,300,4452,1804,1535,1990,1567,5,2699,1558,1549
2667,291514,10,783,2,1,3,1,4,AT,1.6,L,8-10W,9,1,1,1,1,2,1,92,4,160,4160,1810,1635,1665,1290,5,2560,1560,1560
2668,245609,17,750,2,2,1,4,6,AT,1.6,L,15-20W,17.3,1,1,1,1,2,1,81,4,155,4348,1807,1574,1780,1320,5,2680,1549,1521
2669,409854,215,638,2,1,1,1,6,AT,1.5,T,10-15W,13.2,1,1,1,1,2,1,110,4,210,4681,1827,1710,2064,1560,5,2680,1565,1565
2670,682651,198,872,3,2,2,4,7,DCT,2,T,35-50W,37.6,1,1,1,1,2,2,140,4,320,4818,1843,1432,2015,1565,5,2908,1566,1549
2671,654134,7,290,2,1,1,7,5,MT,1.8,L,8-10W,9.1,1,1,1,1,2,1,101,4,186,4620,1820,1750,1780,1370,5,2750,1554,1549
2672,692703,46,807,2,1,1,1,5,MT,1.3,T,10-15W,11.2,1,1,1,1,2,1,101,4,202,4510,1852,1677,1900,1450,5,2650,1575,1570
2673,289403,68,12,2,1,1,1,6,DCT,1.8,L,8-10W,10.7,1,1,1,1,2,1,98,4,170,4440,1833,1545,1735,1360,5,2700,1556,1562
2674,750340,29,864,2,1,1,1,6,MT,1.5,T,10-15W,12.5,1,1,1,1,2,1,115,4,215,4530,1900,1700,1860,1485,5,2700,1601,1602
2675,961962,32,750,3,2,1,4,5,MT,1.5,L,8-10W,7.7,1,1,1,1,2,1,81,4,150,4501,1704,1469,1610,1115,5,2604,1460,1500
2676,175962,47,750,3,2,1,4,5,MT,1.6,L,10-15W,6.9,1,1,1,1,2,1,81,4,155,4475,1706,1469,1595,1115,5,2603,1460,1500
2677,468392,11,537,3,2,2,5,0,CVT,2,L,20-25W,21.8,1,2,2,1,2,1,107,4,175,4915,1845,1470,2120,1667,5,2775,1585,1585
2678,871642,12,637,2,1,1,2,6,AT,1.5,T,20-25W,19.2,3,1,1,1,2,1,135,4,240,4524,1838,1701,2092,1717,5,2640,1563,1565
2679,198427,68,12,3,2,1,1,5,MT,1.5,L,5-8W,6.4,1,1,1,1,2,1,80,4,140,4547,1734,1470,1620,1210,5,2600,1490,1470
2680,379265,68,290,2,2,3,7,5,MT,1.2,L,5WL,4.9,1,1,1,1,2,1,60.3,4,116,4032,1680,1450,1350,935,5,2550,1488,1478
2681,654134,221,290,2,1,1,7,5,AMT,1.8,L,8-10W,9.1,1,1,1,1,2,1,101,4,186,4620,1820,1750,1780,1410,5,2750,1554,1549
2682,760412,7,542,2,1,1,5,0,CVT,2.4,L,15-20W,19,3,1,1,1,2,1,141,4,235,4705,1810,1680,2210,1615,5,2670,1540,1540
2683,580634,147,692,2,2,1,5,0,CVT,1.6,L,10-15W,9,1,1,1,1,2,1,93,4,154,4393,1766,1524,1625,1224,5,2700,1540,1540
2684,597927,233,831,3,2,2,3,6,AT,2,L,15-20W,20.9,1,1,1,1,2,1,118,4,193,4855,1860,1475,1940,1501,5,2805,1602,1609
2685,854548,109,126,2,1,3,1,4,AT,1.5,L,10-15W,-,1,1,1,1,2,1,88,4,150,4314,1809,1624,1690,1258,5,2585,1526,1536
2686,378356,7,497,3,2,1,1,5,MT,1.5,T,8-10W,7,1,1,1,1,2,1,108,4,210,4572,1825,1482,1710,1335,5,2670,1556,1542
2687,453752,29,814,3,2,2,4,8,AT,2,T,35-50W,40.2,2,1,1,1,2,2,135,4,270,4650,1811,1454,2025,1570,5,2810,1537,1576
2688,194450,153,836,2,1,1,3,7,DCT,1.6,T,15-20W,15.6,1,1,1,1,2,1,130,4,265,4475,1850,1655,2090,1541,5,2670,1620,1631
2689,619401,88,12,2,1,1,1,0,CVT,1.3,T,8-10W,9.3,1,1,1,1,2,1,98,4,185,4500,1834,1707,1880,1505,5,2661,1560,1560
2690,739296,126,290,2,3,3,7,6,MT,1.5,T,5-8W,7.4,1,1,1,1,2,1,110,4,230,4780,1820,1730,1955,1500,6月7日,2750,1546,1541
2691,437063,67,814,3,2,1,4,6,AT,1.5,T,20-25W,17.8,1,1,1,1,2,2,100,3,220,4456,1803,1446,1855,1409,5,2670,1563,1565
2692,587678,10,537,2,1,3,5,6,MT,1.5,L,15-20W,12.9,1,1,1,1,2,1,96,4,155,4294,1772,1605,1770,1200,5,2610,1535,1540
2693,978089,74,12,2,2,1,1,0,CVT,1.5,L,5-8W,7.4,1,1,1,1,2,1,80,4,140,4425,1789,1470,1626,1251,5,2650,1502,1492
2694,741152,173,761,2,1,1,2,6,AT,2,T,20-25W,18,3,1,1,1,2,1,186,4,353,4667,1839,1663,2230,1755,5,2750,1584,1588
2695,603972,35,872,3,2,4,4,7,DCT,3,T,50-75W,37.9,3,1,1,1,2,2,200,6,400,5036,1874,1480,2460,1960,5,3012,1630,1620
2696,379265,279,290,2,2,3,7,5,MT,1.2,L,5WL,5.4,1,1,1,1,2,1,60.3,4,116,4032,1680,1450,1350,985,5,2550,1488,1478
2697,654134,72,290,2,1,1,7,5,AMT,1.8,L,8-10W,6.7,1,1,1,1,2,1,101,4,186,4620,1820,1765,1900,1470,5,2750,1554,1549
2698,732758,28,814,2,1,1,4,8,AT,2,T,25-35W,27.3,1,1,1,1,2,2,157,4,280,4565,1821,1624,2095,1607,5,2780,1561,1562
2699,614059,125,953,3,2,2,4,9,AT,1.6,T,35-50W,38.1,2,1,1,1,2,2,115,4,250,4783,1810,1442,2065,1600,5,2920,1563,1545
2700,401052,24,953,2,1,1,4,7,DCT,2,T,25-35W,34.6,3,1,1,1,2,2,135,4,300,4452,1804,1535,1990,1567,5,2699,1558,1549
2701,281301,321,750,3,2,2,4,7,DCT,1.8,T,25-35W,21.8,1,1,1,1,2,1,132,4,300,4872,1834,1484,2100,1580,5,2803,1577,1550
2702,281301,7,750,3,2,2,4,7,DCT,2,T,25-35W,21.8,1,1,1,1,2,1,162,4,350,4872,1834,1484,2120,1600,5,2803,1577,1550
2703,861459,15,498,3,2,1,1,6,MT,1.5,T,10-15W,10.9,1,1,1,1,2,1,124,4,250,4671,1835,1464,1710,1260,5,2715,1562,1571
2704,270690,10,98,2,3,3,1,5,MT,1.2,L,5WL,-,2,1,1,1,1,1,65,4,116,4415,1685,1850,1825,1226,5,2720,1420,1440
2705,198427,52,12,3,2,1,1,4,AT,1.5,L,5-8W,5.2,1,1,1,1,2,1,80,4,140,4590,1734,1470,1620,1210,5,2600,1490,1470
2706,890189,675,290,2,1,3,7,6,MT,1.5,L,5-8W,6.2,1,1,1,1,2,1,82,4,146.5,4220,1740,1625,1580,1206,5,2550,1490,1496
2707,209945,8,814,3,2,4,4,8,AT,2,T,35-50W,45,2,1,1,1,2,2,165,4,310,5087,1868,1500,2235,1660,5,3108,1604,1628
2708,597927,93,831,3,2,2,3,6,AT,2,L,15-20W,17.4,1,1,1,1,2,1,118,4,193,4855,1860,1475,1940,1501,5,2805,1602,1609
2709,861459,222,498,3,2,1,1,7,DCT,1.5,T,10-15W,12.8,1,1,1,1,2,1,124,4,250,4671,1835,1464,1720,1270,5,2715,1562,1571
2710,360648,141,106,2,2,3,5,0,CVT,1.5,L,8-10W,6.6,1,1,1,1,2,1,79,4,140,4160,1700,1495,1500,1110,5,2550,1460,1460
2711,347384,2263,831,3,2,1,3,6,AT,1.6,L,10-15W,9.2,1,1,1,1,2,1,93.8,4,155.5,4600,1780,1445,1720,1290,5,2700,1555,1568
2712,735971,1909,761,3,2,1,2,6,AT,1.5,L,10-15W,12.5,1,1,1,1,2,1,81,4,143,4587,1798,1463,1690,1255,5,2640,1538,1541
2713,206765,1892,761,3,2,1,2,6,AT,1.5,L,15-20W,12.5,1,1,1,1,2,1,84,4,146,4718,1802,1466,1745,1295,5,2700,1540,1558
2714,425432,1502,750,3,2,1,4,6,AT,1.6,L,10-15W,8.9,1,1,1,1,2,1,81,4,155,4605,1765,1460,1755,1245,5,2610,1517,1493
2715,890189,740,290,2,1,3,7,6,MT,1.5,L,5-8W,6.9,1,1,1,1,2,1,82,4,146.5,4220,1740,1625,1580,1206,5,2550,1490,1496
2716,953842,1061,831,2,1,1,3,7,DCT,1.6,T,15-20W,15.4,1,1,1,1,2,1,130,4,265,4480,1855,1645,2090,1576,5,2670,1625,1636
2717,714152,17,750,2,1,1,4,6,AT,2,T,25-35W,21.6,3,1,1,1,2,1,147,4,280,4506,1809,1685,2170,1720,5,2684,1569,1571
2718,516750,85,98,2,3,3,1,5,MT,1.5,L,5-8W,-,2,1,1,1,1,1,82,4,146.5,4500,1721,1715,1825,1260,7月8日,2720,1430,1450
2719,654134,676,290,2,1,1,7,5,AMT,1.8,L,8-10W,7.9,1,1,1,1,2,1,101,4,186,4620,1820,1750,1780,1410,5,2750,1554,1549
2720,580470,301,750,3,2,1,4,6,AT,1.6,L,10-15W,10.8,1,1,1,1,2,1,81,4,155,4562,1793,1468,1740,1260,5,2614,1518,1525
2721,289403,26,12,2,1,1,1,6,DCT,1.8,L,8-10W,9,1,1,1,1,2,1,98,4,170,4440,1833,1545,1735,1360,5,2700,1556,1562
2722,569154,110,638,2,1,3,1,7,DCT,1.5,T,8-10W,8.4,1,1,1,1,2,1,110,4,210,4146,1772,1617,1840,1391,5,2550,1531,1524
2723,714152,112,750,2,1,1,4,6,DCT,1.4,T,25-35W,38.9,1,1,1,1,2,1,110,4,250,4506,1809,1685,1995,1545,5,2684,1569,1571
2724,270690,1200,98,2,3,3,1,5,MT,1.5,L,5WL,-,2,1,1,1,1,1,82,4,146.5,4415,1685,1850,1825,1256,5,2720,1420,1440
2725,354068,46,692,3,2,1,5,5,MT,1.6,L,10-15W,13.2,1,1,1,1,2,1,93,4,154,4631,1760,1503,1630,1204,5,2700,1540,1540
2726,302513,75,864,2,1,3,1,5,MT,1.5,L,5-8W,8.2,1,1,1,1,2,1,88,4,143,4354,1840,1654,1670,1285,5,2610,1585,1586
2727,973106,49,537,2,1,2,5,9,AT,2,T,25-35W,25.4,3,1,1,1,2,1,200,4,370,4816,1942,1669,2295,1866,5,2820,1652,1671
2728,714152,95,750,2,1,1,4,7,DCT,1.8,T,25-35W,38.9,1,1,1,1,2,1,132,4,300,4712,1839,1673,2085,1615,5,2791,1582,1572
2729,603972,185,872,3,2,4,4,0,CVT,2.5,L,50-75W,38.3,1,1,1,1,2,2,150,6,250,5036,1874,1480,2300,1800,5,3012,1630,1620
2730,409854,9,638,2,1,1,1,6,MT,2,T,10-15W,12.7,1,3,1,1,2,1,110,4,310,4640,1825,1745,2125,1661,5,2680,1565,1565
2731,760412,7,542,2,1,1,5,0,CVT,2.4,L,15-20W,22.4,3,1,1,1,2,1,141,4,235,4705,1810,1680,2210,1615,5,2670,1540,1540
2732,349023,97,450,2,2,1,2,6,AT,1.5,L,10-15W,12.3,1,1,1,1,2,1,84,4,146,4450,1807,1459,1700,1280,5,2700,1540,1561
2733,481950,124,813,2,1,1,5,6,AT,2,L,15-20W,21.6,1,1,1,1,2,1,116,4,202,4633,1840,1530,1900,1450,5,2700,1584,1586
2734,810398,57,750,2,2,1,4,6,AT,1.6,L,10-15W,12.2,1,1,1,1,2,1,81,4,155,4282,1706,1475,1635,1155,5,2603,1460,1500
2735,714152,95,750,2,1,1,4,6,DCT,1.4,T,25-35W,31.2,1,1,1,1,2,1,110,4,250,4506,1809,1685,1995,1545,5,2684,1569,1571
2736,194450,6,836,2,1,1,3,7,DCT,1.6,T,15-20W,15.2,1,1,1,1,2,1,130,4,265,4475,1850,1655,2090,1545,5,2670,1620,1631
2737,621073,113,98,2,3,3,1,5,MT,1.2,L,5WL,-,2,1,1,1,1,1,60.3,4,116,4400,1680,1750,1825,1206,7月8日,2720,1420,1440
2738,321683,1012,750,3,2,1,4,6,AT,1.6,L,15-20W,11.8,1,1,1,1,2,1,81,4,155,4655,1780,1453,1800,1330,5,2651,1535,1532
2739,950264,1090,498,2,1,1,1,7,DCT,1.5,T,15-20W,18.7,1,1,1,1,2,1,124,4,250,4545,1855,1690,1876,1501,5,2700,1574,1593
2740,890189,562,290,2,1,3,7,5,AMT,1.5,L,5-8W,6.9,1,1,1,1,2,1,82,4,146.5,4220,1740,1615,1600,1218,5,2550,1490,1496
2741,924154,901,637,3,2,1,2,6,AT,1.5,L,10-15W,8.1,1,1,1,1,2,1,85,4,142,4587,1825,1490,1675,1300,5,2687,1562,1548
2742,349023,941,450,3,2,1,2,6,AT,1.5,L,10-15W,14,1,1,1,1,2,1,84,4,146,4666,1807,1460,1700,1270,5,2700,1541,1561
2743,436105,431,836,3,2,2,3,6,AT,1.8,L,15-20W,12.3,1,1,1,1,2,1,105,4,176,4710,1820,1470,1860,1435,5,2770,1579,1589
2744,923841,642,450,3,2,2,2,6,AT,1.5,T,15-20W,15,1,1,1,1,2,1,120,4,250.3,4855,1854,1476,1960,1520,5,2737,1585,1587
2745,321683,621,750,3,2,1,4,7,DCT,1.4,T,15-20W,11.8,1,1,1,1,2,1,110,4,250,4655,1780,1453,1840,1395,5,2651,1535,1532
2746,739296,438,290,2,3,3,7,5,MT,1.5,L,5-8W,8.4,1,1,1,1,2,1,82,4,146.5,4710,1785,1715,1920,1435,6月7日,2750,1530,1525
2747,741152,504,761,2,1,1,2,7,DCT,1.5,T,20-25W,18.4,1,1,1,1,2,1,119,4,250,4667,1839,1660,2050,1575,5,2750,1584,1588
2748,384924,605,761,3,2,2,2,7,DCT,1.5,T,20-25W,18.8,1,1,1,1,2,1,120,4,252,5018,1866,1459,1960,1510,5,2905,1599,1602
2749,559132,35,692,3,2,2,5,0,CVT,2,L,20-25W,19.2,1,1,1,1,2,1,110,4,195,4891,1830,1490,1870,1471,5,2775,1585,1585
2750,714152,95,750,2,1,1,4,7,DCT,1.8,T,25-35W,18.8,1,1,1,1,2,1,132,4,300,4712,1839,1673,2085,1615,5,2791,1582,1572
2751,194450,6,836,2,1,1,3,7,DCT,1.6,T,15-20W,14.7,1,1,1,1,2,1,130,4,265,4475,1850,1655,2090,1545,5,2670,1620,1631
2752,560265,48,923,2,3,3,1,5,MT,1.2,L,5-8W,-,2,1,1,1,1,1,63.5,4,108,4440,1700,1783,1790,1270,6月8日,2790,1420,1440
2753,963845,400,836,2,1,3,3,6,AT,1.6,L,10-15W,14.3,1,1,1,1,2,1,91.6,4,150.7,4270,1780,1622,1752,1341,5,2590,1557,1570
2754,354068,258,692,3,2,1,5,0,CVT,1.6,L,10-15W,12.1,1,1,1,1,2,1,93,4,154,4631,1760,1503,1650,1236,5,2700,1540,1540
2755,890189,378,290,2,1,3,7,6,MT,1.5,L,5-8W,5.5,1,1,1,1,2,1,82,4,146.5,4220,1740,1625,1580,1206,5,2550,1490,1496
2756,654134,7,290,2,1,1,7,5,MT,1.8,L,8-10W,8.4,1,1,1,1,2,1,101,4,186,4620,1820,1750,1780,1370,5,2750,1554,1549
2757,290854,27,537,2,1,1,5,0,CVT,2.4,L,15-20W,17.4,1,1,1,1,2,1,137,4,243,4585,1820,1685,2100,1590,5,2620,1580,1580
2758,651782,111,75,3,2,4,2,6,AT,2,T,35-50W,31.3,1,1,1,1,2,2,193,4,400,5131,1852,1502,2260,1840,5,2837,1580,1591
2759,819061,203,831,2,1,1,3,6,AT,2,L,15-20W,12.5,1,1,1,1,2,1,121,4,199,4450,1855,1635,1980,1470,5,2640,1614,1615
2760,854548,38,126,2,1,3,1,4,AT,1.5,L,10-15W,-,1,1,1,1,2,1,88,4,150,4314,1809,1624,1690,1258,5,2585,1526,1536
2761,453752,29,814,3,2,2,4,8,AT,1.5,T,35-50W,25.5,2,1,1,1,2,2,100,3,220,4753,1811,1453,2000,1555,5,2920,1543,1582
2762,587678,10,537,2,1,3,5,0,CVT,1.8,L,15-20W,12.9,1,1,1,1,2,1,100,4,169,4294,1772,1605,1770,1256,5,2610,1535,1540
2763,124140,90,783,2,1,1,1,6,MT,1.5,T,10-15W,14.9,1,1,1,1,2,1,125,4,230,4650,1850,1695,2040,1626,5,2700,1565,1565
2764,249875,26,294,2,1,1,6,0,CVT,2,L,20-25W,25.7,1,1,1,1,2,1,110,4,200,4672,1843,1678,2004,1546,5,2705,1597,1589
2765,250658,22,450,3,2,2,2,7,DCT,1.5,T,15-20W,17.2,1,1,1,1,2,1,120,4,252,4923,1854,1470,1865,1415,5,2829,1606,1609
2766,682651,266,872,3,2,2,4,7,DCT,2,T,35-50W,35.3,1,1,1,1,2,2,140,4,320,4818,1843,1432,2015,1565,5,2908,1566,1549
2767,379876,84,985,3,2,1,6,6,AT,1.6,L,10-15W,12.1,1,1,1,1,2,1,86,4,150,4590,1820,1488,1740,1320,5,2675,1555,1550
2768,245609,6,750,2,2,1,4,5,MT,1.6,L,15-20W,15.4,1,1,1,1,2,1,81,4,155,4348,1807,1574,1750,1285,5,2680,1549,1521
2769,810398,10,750,2,2,1,4,5,MT,1.6,L,10-15W,11.8,1,1,1,1,2,1,81,4,155,4282,1706,1475,1600,1120,5,2603,1460,1500
2770,304458,158,106,3,2,1,5,0,CVT,1.6,L,10-15W,14.2,1,1,1,1,2,1,90,4,154,4630,1775,1480,1770,1285,5,2700,1535,1535
2771,249875,9,294,2,1,1,6,0,CVT,2.5,L,20-25W,25.9,3,1,1,1,2,1,137,4,233,4672,1843,1678,2087,1647,5,2705,1597,1589
2772,392593,46,497,2,1,1,1,6,MT,1.5,T,10-15W,11.3,1,1,1,1,2,1,112,4,205,4470,1837,1670,1765,1390,5,2670,1550,1550
2773,475895,11,750,2,2,1,4,7,DCT,1.4,T,10-15W,12.2,1,1,1,1,2,1,96,4,225,4559,1793,1487,1830,1355,5,2614,1518,1525
2774,735971,267,761,3,2,1,2,5,MT,1.5,L,10-15W,9.8,1,1,1,1,2,1,81,4,143,4587,1798,1463,1660,1225,5,2640,1538,1541
2775,815230,30,49,2,1,1,2,7,DCT,1.4,T,15-20W,17,1,1,1,1,2,1,121,4,250,4415,1819,1625,1830,1455,5,2636,1544,1544
